"","Location","Source","Indicator","Case_definition","Week","Cases","Epi_Week"
"255","GRAND BASSA","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"256","GRAND BASSA","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"257","GRAND CAPE MOUNT","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"258","GRAND CAPE MOUNT","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"259","GRAND CAPE MOUNT","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"260","GRAND CAPE MOUNT","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"261","GRAND GEDEH","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"262","GRAND GEDEH","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"263","GRAND GEDEH","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"264","GRAND GEDEH","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"265","GRAND KRU","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"266","GRAND KRU","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"267","GRAND KRU","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"268","GRAND KRU","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"269","LOFA","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"270","LOFA","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"271","LOFA","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"272","LOFA","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"273","MARGIBI","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"274","MARGIBI","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"275","MARGIBI","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"276","MARGIBI","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"277","MARYLAND","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"278","MARYLAND","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"279","MARYLAND","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"280","MARYLAND","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"281","MONTSERRADO","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"282","MONTSERRADO","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"283","MONTSERRADO","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"284","MONTSERRADO","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"285","NIMBA","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"286","NIMBA","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"287","NIMBA","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"288","NIMBA","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"289","RIVER GEE","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"290","RIVER GEE","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"291","RIVER GEE","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"292","RIVER GEE","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"293","RIVERCESS","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"294","RIVERCESS","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"295","RIVERCESS","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"296","RIVERCESS","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"297","SINOE","Situation report","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"298","SINOE","Situation report","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"299","SINOE","Patient database","New","Confirmed","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"300","SINOE","Patient database","New","Probable","27 January to 02 February 2014 (2014-W05)",NA," 2014-W05 "
"301","BOMI","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"302","BOMI","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"303","BOMI","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"304","BOMI","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"305","BONG","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"306","BONG","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"307","BONG","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"308","BONG","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"309","GBARPOLU","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"310","GBARPOLU","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"311","GBARPOLU","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"312","GBARPOLU","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"313","GRAND BASSA","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"314","GRAND BASSA","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"315","GRAND BASSA","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"316","GRAND BASSA","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"317","GRAND CAPE MOUNT","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"318","GRAND CAPE MOUNT","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"319","GRAND CAPE MOUNT","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"320","GRAND CAPE MOUNT","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"321","GRAND GEDEH","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"322","GRAND GEDEH","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"323","GRAND GEDEH","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"324","GRAND GEDEH","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"325","GRAND KRU","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"326","GRAND KRU","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"327","GRAND KRU","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"328","GRAND KRU","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"329","LOFA","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"330","LOFA","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"331","LOFA","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"332","LOFA","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"333","MARGIBI","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"334","MARGIBI","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"335","MARGIBI","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"336","MARGIBI","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"337","MARYLAND","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"338","MARYLAND","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"339","MARYLAND","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"340","MARYLAND","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"341","MONTSERRADO","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"342","MONTSERRADO","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"343","MONTSERRADO","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"344","MONTSERRADO","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"345","NIMBA","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"346","NIMBA","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"347","NIMBA","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"348","NIMBA","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"349","RIVER GEE","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"350","RIVER GEE","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"351","RIVER GEE","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"352","RIVER GEE","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"353","RIVERCESS","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"354","RIVERCESS","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"355","RIVERCESS","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"356","RIVERCESS","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"357","SINOE","Situation report","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"358","SINOE","Situation report","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"359","SINOE","Patient database","New","Confirmed","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"360","SINOE","Patient database","New","Probable","03 to 09 February 2014 (2014-W06)",NA," 2014-W06 "
"361","BOMI","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"362","BOMI","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"363","BOMI","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"364","BOMI","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"365","BONG","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"366","BONG","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"367","BONG","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"368","BONG","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"369","GBARPOLU","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"370","GBARPOLU","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"371","GBARPOLU","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"372","GBARPOLU","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"373","GRAND BASSA","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"374","GRAND BASSA","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"375","GRAND BASSA","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"376","GRAND BASSA","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"377","GRAND CAPE MOUNT","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"378","GRAND CAPE MOUNT","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"379","GRAND CAPE MOUNT","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"380","GRAND CAPE MOUNT","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"381","GRAND GEDEH","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"382","GRAND GEDEH","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"383","GRAND GEDEH","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"384","GRAND GEDEH","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"385","GRAND KRU","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"386","GRAND KRU","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"387","GRAND KRU","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"388","GRAND KRU","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"389","LOFA","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"390","LOFA","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"391","LOFA","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"392","LOFA","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"393","MARGIBI","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"394","MARGIBI","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"395","MARGIBI","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"396","MARGIBI","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"397","MARYLAND","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"398","MARYLAND","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"399","MARYLAND","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"400","MARYLAND","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"401","MONTSERRADO","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"402","MONTSERRADO","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"403","MONTSERRADO","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"404","MONTSERRADO","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"405","NIMBA","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"406","NIMBA","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"407","NIMBA","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"408","NIMBA","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"409","RIVER GEE","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"410","RIVER GEE","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"411","RIVER GEE","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"412","RIVER GEE","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"413","RIVERCESS","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"414","RIVERCESS","Situation report","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"415","RIVERCESS","Patient database","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"416","RIVERCESS","Patient database","New","Probable","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
"417","SINOE","Situation report","New","Confirmed","10 to 16 February 2014 (2014-W07)",NA," 2014-W07 "
